[2026-04-06 13:20:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:24] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:36] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:47] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:21:59] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:22:10] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:22:22] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:22:38] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:22:50] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:01] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:13] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:24] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:36] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:47] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:23:59] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:24:10] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:24:22] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:24:33] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:24:45] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:24:56] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:25:07] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:25:19] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:25:32] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:25:43] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:25:55] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:26:06] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:26:18] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:26:30] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:26:41] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:27:09] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:27:20] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:27:32] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:27:43] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:27:55] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:28:06] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:28:18] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:28:29] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:28:41] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:28:52] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:29:04] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:29:15] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:29:27] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:29:38] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:29:50] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:01] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:13] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:24] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:36] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:47] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:30:59] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:31:10] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:31:23] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:31:35] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:31:46] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:31:58] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:32:10] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:32:21] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:32:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:32:44] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:32:56] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:33:08] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:33:19] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:33:31] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:33:42] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:33:54] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:34:06] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:34:17] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:34:29] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:34:40] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:34:52] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:35:03] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:35:15] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:35:42] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:35:54] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:36:06] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:36:18] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:36:30] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:36:41] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:36:53] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:37:04] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:37:15] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:37:27] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:37:38] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:37:50] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:01] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:13] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:24] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:35] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:47] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:38:59] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:39:10] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:39:22] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:39:33] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:39:45] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:39:57] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:40:08] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:40:20] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:40:31] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:40:43] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:40:54] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:41:06] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:41:17] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:41:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:41:40] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:41:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:42:03] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:42:15] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:42:26] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:42:38] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:42:49] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:43:01] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:43:13] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:43:24] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:43:36] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:43:48] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:44:16] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:44:27] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:44:39] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:44:50] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:45:02] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:45:14] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:45:25] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:45:37] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:45:49] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:00] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:12] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:23] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:35] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:46] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:46:58] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:47:10] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:47:21] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:47:33] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:47:45] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:47:56] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:48:07] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:48:19] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:48:30] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:48:42] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:48:53] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:49:04] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:49:16] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:49:27] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:49:39] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:49:50] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:01] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:13] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:24] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:36] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:47] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:50:59] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:51:10] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:51:22] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:51:33] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:51:44] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:51:56] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:52:08] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:52:19] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:52:46] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:52:58] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:53:09] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:53:21] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:53:32] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:53:43] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:53:55] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:54:06] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:54:18] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:54:29] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:54:41] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:54:52] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:55:04] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:55:15] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:55:26] Will any country leave NATO by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:55:38] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:55:49] Ukraine election held by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:01] Taylor Swift pregnant in 2025? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:12] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:24] Mike Johnson out as Speaker by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:35] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:46] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:56:58] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:57:09] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:57:21] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:57:32] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:57:44] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:57:55] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:58:06] What will happen before GTA VI? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:58:18] GTA VI released before June 2026? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:58:29] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:58:40] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:58:52] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:59:03] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:59:15] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:59:26] Harvey Weinstein prison time? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:59:37] Will OpenAI launch a consumer hardware product by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 07:59:49] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:00:00] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:00:12] Will Russia capture Kostyantynivka by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:00:23] Spain snap election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:00:35] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:00:46] US x Russia military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:01:13] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:01:25] MicroStrategy sells any Bitcoin by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:01:36] Kraken IPO by ___ ? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:01:48] Macron out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:01:59] UK election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:02:10] China x India military clash by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:02:22] NATO/EU troops fighting in Ukraine by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:02:33] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:02:45] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:02:56] Starmer out by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:03:08] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:03:19] Ukraine recognizes Russian sovereignty over its territory by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
[2026-04-15 08:03:31] Ukraine election called by...? | 成本: 10.0 USDC | 淨利潤: +0.0 USDC
